,날짜,종가
1448,2013.07.24,1314.32
1449,2013.07.23,1332.73
1450,2013.07.22,1348.25
1451,2013.07.19,1346.49
1452,2013.07.18,1340.58
1453,2013.07.17,1361.23
1454,2013.07.16,1365.82
1455,2013.07.15,1374.88
1456,2013.07.12,1371.59
1457,2013.07.11,1367.7
1458,2013.07.10,1328.95
1459,2013.07.09,1344.76
1460,2013.07.08,1316.67
1461,2013.07.05,1314.05
1462,2013.07.04,1311.21
1463,2013.07.03,1320.07
1464,2013.07.02,1338.28
1465,2013.07.01,1326.3
1466,2013.06.28,1333.98
1467,2013.06.27,1335.98
1468,2013.06.26,1341.12
1469,2013.06.25,1346.69
1470,2013.06.24,1336.65
1471,2013.06.21,1309.83
1472,2013.06.20,1312.26
1473,2013.06.19,1321.23
1474,2013.06.18,1330.34
1475,2013.06.17,1331.31
1476,2013.06.14,1332.72
1477,2013.06.13,1338.14
1478,2013.06.12,1359.6
1479,2013.06.11,1379.75
1480,2013.06.10,1385.64
1481,2013.06.07,1388.77
1482,2013.06.05,1397.0
1483,2013.06.04,1402.36
1484,2013.06.03,1398.29
1485,2013.05.31,1386.08
1486,2013.05.30,1383.59
1487,2013.05.29,1405.72
1488,2013.05.28,1432.72
1489,2013.05.27,1422.63
1490,2013.05.24,1427.0
1491,2013.05.23,1437.84
1492,2013.05.22,1434.15
1493,2013.05.21,1451.31
1494,2013.05.20,1430.94
1495,2013.05.16,1431.15
1496,2013.05.15,1451.22
1497,2013.05.14,1452.53
1498,2013.05.13,1419.73
1499,2013.05.10,1434.9
1500,2013.05.09,1435.17
1501,2013.05.08,1441.02
1502,2013.05.07,1452.23
1503,2013.05.06,1450.44
1504,2013.05.03,1451.09
1505,2013.05.02,1464.7
1506,2013.04.30,1445.2
1507,2013.04.29,1413.98
1508,2013.04.26,1382.11
1509,2013.04.25,1401.47
1510,2013.04.24,1365.15
1511,2013.04.23,1372.29
1512,2013.04.22,1338.59
1513,2013.04.19,1329.86
1514,2013.04.18,1333.38
1515,2013.04.17,1295.76
1516,2013.04.16,1322.43
1517,2013.04.15,1329.22
1518,2013.04.12,1317.7
1519,2013.04.11,1295.09
1520,2013.04.10,1309.04
1521,2013.04.09,1301.62
1522,2013.04.08,1266.84
1523,2013.04.05,1223.13
1524,2013.04.04,1235.65
1525,2013.04.03,1239.84
1526,2013.04.02,1203.86
1527,2013.04.01,1221.73
1528,2013.03.29,1219.4
1529,2013.03.28,1262.19
1530,2013.03.27,1251.67
1531,2013.03.26,1225.83
1532,2013.03.25,1227.19
1533,2013.03.22,1238.83
1534,2013.03.21,1228.62
1535,2013.03.20,1238.05
1536,2013.03.19,1247.54
1537,2013.03.18,1238.71
1538,2013.03.15,1263.02
1539,2013.03.14,1295.15
1540,2013.03.13,1294.61
1541,2013.03.12,1285.92
1542,2013.03.11,1279.85
1543,2013.03.08,1263.96
1544,2013.03.07,1273.93
1545,2013.03.06,1299.29
1546,2013.03.05,1300.44
1547,2013.03.04,1296.69
1548,2013.02.28,1285.02
1549,2013.02.27,1255.13
1550,2013.02.26,1233.42
1551,2013.02.25,1233.65
1552,2013.02.22,1273.3
1553,2013.02.21,1271.33
1554,2013.02.20,1263.35
1555,2013.02.19,1279.77
1556,2013.02.18,1279.08
1557,2013.02.15,1296.27
1558,2013.02.14,1297.07
1559,2013.02.13,1297.82
1560,2013.02.12,1287.36
1561,2013.02.08,1295.11
1562,2013.02.07,1292.05
1563,2013.02.06,1304.51
1564,2013.02.05,1289.54
1565,2013.02.04,1311.1
1566,2013.02.01,1314.93
1567,2013.01.31,1304.31
1568,2013.01.30,1292.1
1569,2013.01.29,1295.11
1570,2013.01.28,1315.61
1571,2013.01.25,1327.78
1572,2013.01.24,1331.1
1573,2013.01.23,1321.67
1574,2013.01.22,1334.96
1575,2013.01.21,1324.95
1576,2013.01.18,1315.73
1577,2013.01.17,1329.35
1578,2013.01.16,1327.89
1579,2013.01.15,1344.61
1580,2013.01.14,1341.35
1581,2013.01.11,1352.74
1582,2013.01.10,1356.67
1583,2013.01.09,1359.06
1584,2013.01.08,1361.24
1585,2013.01.07,1357.01
1586,2013.01.04,1351.17
1587,2013.01.03,1354.89
1588,2013.01.02,1334.08
1589,2012.12.28,1328.04
1590,2012.12.27,1333.13
1591,2012.12.26,1358.75
1592,2012.12.24,1361.1
1593,2012.12.21,1374.3
1594,2012.12.20,1373.95
1595,2012.12.18,1366.44
1596,2012.12.17,1366.79
1597,2012.12.14,1348.38
1598,2012.12.13,1355.21
1599,2012.12.12,1343.97
1600,2012.12.11,1360.03
1601,2012.12.10,1371.43
1602,2012.12.07,1371.41
1603,2012.12.06,1374.22
1604,2012.12.05,1352.0
1605,2012.12.04,1319.4
1606,2012.12.03,1328.37
1607,2012.11.30,1325.49
1608,2012.11.29,1331.78
1609,2012.11.28,1348.6
1610,2012.11.27,1356.72
1611,2012.11.26,1351.3
1612,2012.11.23,1354.26
1613,2012.11.22,1354.06
1614,2012.11.21,1364.24
1615,2012.11.20,1364.95
1616,2012.11.19,1366.5
1617,2012.11.16,1371.43
1618,2012.11.15,1373.65
1619,2012.11.14,1369.09
1620,2012.11.13,1356.11
1621,2012.11.12,1364.55
1622,2012.11.09,1374.35
1623,2012.11.08,1383.73
1624,2012.11.07,1383.88
1625,2012.11.06,1379.19
1626,2012.11.05,1387.44
1627,2012.11.02,1380.07
1628,2012.11.01,1399.44
1629,2012.10.31,1395.73
1630,2012.10.30,1396.69
1631,2012.10.29,1407.37
1632,2012.10.26,1412.54
1633,2012.10.25,1410.75
1634,2012.10.24,1412.22
1635,2012.10.23,1402.21
1636,2012.10.22,1405.9
1637,2012.10.19,1422.54
1638,2012.10.18,1419.23
1639,2012.10.17,1421.73
1640,2012.10.16,1425.13
1641,2012.10.15,1411.47
1642,2012.10.12,1422.55
1643,2012.10.11,1432.21
1644,2012.10.10,1434.36
1645,2012.10.09,1426.46
1646,2012.10.08,1420.59
1647,2012.10.05,1413.73
1648,2012.10.04,1410.3
1649,2012.10.02,1390.43
1650,2012.09.28,1390.73
1651,2012.09.27,1376.98
1652,2012.09.26,1383.28
1653,2012.09.25,1418.38
1654,2012.09.24,1421.87
1655,2012.09.21,1433.23
1656,2012.09.20,1427.76
1657,2012.09.19,1442.28
1658,2012.09.18,1436.47
1659,2012.09.17,1437.49
1660,2012.09.14,1433.92
1661,2012.09.13,1425.1
1662,2012.09.12,1434.46
1663,2012.09.11,1435.26
1664,2012.09.10,1409.35
1665,2012.09.07,1397.29
1666,2012.09.06,1385.76
1667,2012.09.05,1370.81
1668,2012.09.04,1374.34
1669,2012.09.03,1355.79
1670,2012.08.31,1365.31
1671,2012.08.30,1388.37
1672,2012.08.29,1390.96
1673,2012.08.28,1389.71
1674,2012.08.27,1379.48
1675,2012.08.24,1383.21
1676,2012.08.23,1360.56
1677,2012.08.22,1363.41
1678,2012.08.21,1363.09
1679,2012.08.20,1383.06
1680,2012.08.17,1382.36
1681,2012.08.16,1371.33
1682,2012.08.14,1363.1
1683,2012.08.13,1370.72
1684,2012.08.10,1360.23
1685,2012.08.09,1382.9
1686,2012.08.08,1413.14
1687,2012.08.07,1417.95
1688,2012.08.06,1428.58
1689,2012.08.03,1426.29
1690,2012.08.02,1423.58
1691,2012.08.01,1427.68
1692,2012.07.31,1414.29
1693,2012.07.30,1418.44
1694,2012.07.27,1436.1
1695,2012.07.26,1443.63
1696,2012.07.25,1448.81
1697,2012.07.24,1452.96
1698,2012.07.23,1451.38
1699,2012.07.20,1465.41
1700,2012.07.19,1469.88
1701,2012.07.18,1470.03
1702,2012.07.17,1454.6
1703,2012.07.16,1417.34
1704,2012.07.13,1414.47
1705,2012.07.12,1376.15
1706,2012.07.11,1402.93
1707,2012.07.10,1410.95
1708,2012.07.09,1423.89
1709,2012.07.06,1423.58
1710,2012.07.05,1441.33
1711,2012.07.04,1436.05
1712,2012.07.03,1407.37
1713,2012.07.02,1426.93
1714,2012.06.29,1427.88
1715,2012.06.28,1443.39
1716,2012.06.27,1444.17
1717,2012.06.26,1442.85
1718,2012.06.25,1448.53
1719,2012.06.22,1447.38
1720,2012.06.21,1449.77
1721,2012.06.20,1453.23
1722,2012.06.19,1439.74
1723,2012.06.18,1450.95
1724,2012.06.15,1452.55
1725,2012.06.14,1459.53
1726,2012.06.13,1463.75
1727,2012.06.12,1483.41
1728,2012.06.11,1482.04
1729,2012.06.08,1484.15
1730,2012.06.07,1501.06
1731,2012.06.05,1499.16
1732,2012.06.04,1513.42
1733,2012.06.01,1525.61
1734,2012.05.31,1520.78
1735,2012.05.30,1532.04
1736,2012.05.29,1528.66
1737,2012.05.25,1534.58
1738,2012.05.24,1513.66
1739,2012.05.23,1533.08
1740,2012.05.22,1544.35
1741,2012.05.21,1556.71
1742,2012.05.18,1545.55
1743,2012.05.17,1553.13
1744,2012.05.16,1542.52
1745,2012.05.15,1542.24
1746,2012.05.14,1553.3
1747,2012.05.11,1559.86
1748,2012.05.10,1567.74
1749,2012.05.09,1584.46
1750,2012.05.08,1582.65
1751,2012.05.07,1593.42
1752,2012.05.04,1599.68
1753,2012.05.03,1603.56
1754,2012.05.02,1605.77
1755,2012.04.30,1589.37
1756,2012.04.27,1600.6
1757,2012.04.26,1615.58
1758,2012.04.25,1612.25
1759,2012.04.24,1628.2
1760,2012.04.23,1642.88
1761,2012.04.20,1646.59
1762,2012.04.19,1644.56
1763,2012.04.18,1657.91
1764,2012.04.17,1661.8
1765,2012.04.16,1662.72
1766,2012.04.13,1700.91
1767,2012.04.12,1716.24
1768,2012.04.10,1737.59
1769,2012.04.09,1742.19
1770,2012.04.06,1753.04
1771,2012.04.05,1727.28
1772,2012.04.04,1716.56
1773,2012.04.03,1729.88
1774,2012.04.02,1721.99
1775,2012.03.30,1769.18
1776,2012.03.29,1772.26
1777,2012.03.28,1806.88
1778,2012.03.27,1807.85
1779,2012.03.26,1783.79
1780,2012.03.23,1794.24
1781,2012.03.22,1770.98
1782,2012.03.21,1757.73
1783,2012.03.20,1749.55
1784,2012.03.19,1733.1
1785,2012.03.16,1751.75
1786,2012.03.15,1743.6
1787,2012.03.14,1771.35
1788,2012.03.13,1805.5
1789,2012.03.12,1838.41
1790,2012.03.09,1847.79
1791,2012.03.08,1861.01
1792,2012.03.07,1883.59
1793,2012.03.06,1894.53
1794,2012.03.05,1889.96
1795,2012.03.02,1909.75
1796,2012.02.29,1962.93
1797,2012.02.28,1949.51
1798,2012.02.27,1930.7
1799,2012.02.24,1937.9
1800,2012.02.23,1983.54
1801,2012.02.22,1993.05
1802,2012.02.21,1992.26
1803,2012.02.20,2004.22
1804,2012.02.17,1963.54
1805,2012.02.16,1883.22
1806,2012.02.15,1906.71
1807,2012.02.14,1933.27
1808,2012.02.13,1856.45
1809,2012.02.10,1853.07
1810,2012.02.09,1876.8
1811,2012.02.08,1855.05
1812,2012.02.07,1859.82
1813,2012.02.06,1903.41
1814,2012.02.03,1908.68
1815,2012.02.02,1828.49
1816,2012.02.01,1849.26
1817,2012.01.31,1817.89
1818,2012.01.30,1691.98
1819,2012.01.27,1638.07
1820,2012.01.26,1731.27
1821,2012.01.25,1736.18
1822,2012.01.20,1759.5
1823,2012.01.19,1799.72
1824,2012.01.18,1791.33
1825,2012.01.17,1803.03
1826,2012.01.16,1829.31
1827,2012.01.13,1826.19
1828,2012.01.12,1841.7
1829,2012.01.11,1873.24
1830,2012.01.10,1881.81
1831,2012.01.09,1874.74
1832,2012.01.06,1865.59
1833,2012.01.05,1888.81
1834,2012.01.04,1884.9
1835,2012.01.03,1835.87
1836,2012.01.02,1847.36
1837,2011.12.29,1813.52
1838,2011.12.28,1848.02
1839,2011.12.27,1870.02
1840,2011.12.26,1871.68
1841,2011.12.23,1838.61
1842,2011.12.22,1902.65
1843,2011.12.21,1908.97
1844,2011.12.20,1919.26
1845,2011.12.19,1945.28
1846,2011.12.16,1946.48
1847,2011.12.15,1962.67
1848,2011.12.14,2014.09
1849,2011.12.13,2003.6
1850,2011.12.12,1996.03
1851,2011.12.09,2012.82
1852,2011.12.08,2014.13
1853,2011.12.07,2041.12
1854,2011.12.06,2058.85
1855,2011.12.05,2026.44
1856,2011.12.02,2035.39
1857,2011.12.01,2005.76
1858,2011.11.30,1983.94
1859,2011.11.29,2005.09
1860,2011.11.28,1970.1
1861,2011.11.25,1903.81
1862,2011.11.24,1947.98
1863,2011.11.23,1933.36
1864,2011.11.22,1976.75
1865,2011.11.21,2028.06
1866,2011.11.18,2062.92
1867,2011.11.17,2052.37
1868,2011.11.16,2064.85
1869,2011.11.15,2063.14
1870,2011.11.14,2019.34
1871,2011.11.11,2015.76
1872,2011.11.10,2054.24
1873,2011.11.09,2043.19
1874,2011.11.08,1979.56
1875,2011.11.07,1990.47
1876,2011.11.04,1923.42
1877,2011.11.03,1932.89
1878,2011.11.02,1972.58
1879,2011.11.01,1947.74
1880,2011.10.31,1926.2
1881,2011.10.28,1893.47
1882,2011.10.27,1872.24
1883,2011.10.26,1806.99
1884,2011.10.25,1799.02
1885,2011.10.24,1772.88
1886,2011.10.21,1855.33
1887,2011.10.20,1859.79
1888,2011.10.19,1834.69
1889,2011.10.18,1877.56
1890,2011.10.17,1906.0
1891,2011.10.14,1902.43
1892,2011.10.13,1917.83
1893,2011.10.12,1938.2
1894,2011.10.11,1953.17
1895,2011.10.10,1934.32
1896,2011.10.07,1906.42
1897,2011.10.06,1925.07
1898,2011.10.05,1927.45
1899,2011.10.04,1915.9
1900,2011.09.30,1895.05
1901,2011.09.29,1839.82
1902,2011.09.28,1861.47
1903,2011.09.27,1844.37
1904,2011.09.26,1878.32
1905,2011.09.23,1919.47
1906,2011.09.22,1906.72
1907,2011.09.21,1908.62
1908,2011.09.20,1897.13
1909,2011.09.19,1853.45
1910,2011.09.16,1852.73
1911,2011.09.15,1863.9
1912,2011.09.14,1831.14
1913,2011.09.09,1826.23
1914,2011.09.08,1844.47
1915,2011.09.07,1824.78
1916,2011.09.06,1782.27
1917,2011.09.05,1765.88
1918,2011.09.02,1746.95
1919,2011.09.01,1704.97
1920,2011.08.31,1723.55
1921,2011.08.30,1734.72
1922,2011.08.29,1683.56
1923,2011.08.26,1609.02
1924,2011.08.25,1628.42
1925,2011.08.24,1663.0
1926,2011.08.23,1692.41
1927,2011.08.22,1627.19
1928,2011.08.19,1637.91
1929,2011.08.18,1589.06
1930,2011.08.17,1624.68
1931,2011.08.16,1634.53
1932,2011.08.12,1690.13
1933,2011.08.11,1696.57
1934,2011.08.10,1640.67
1935,2011.08.09,1643.29
1936,2011.08.08,1631.78
1937,2011.08.05,1697.45
1938,2011.08.04,1694.77
1939,2011.08.03,1696.24
1940,2011.08.02,1720.52
1941,2011.08.01,1687.91
1942,2011.07.29,1704.36
1943,2011.07.28,1686.45
1944,2011.07.27,1709.13
1945,2011.07.26,1709.13
1946,2011.07.25,1720.89
1947,2011.07.22,1736.17
1948,2011.07.21,1711.62
1949,2011.07.20,1671.73
1950,2011.07.19,1676.18
1951,2011.07.18,1677.1
1952,2011.07.15,1697.44
1953,2011.07.14,1663.97
1954,2011.07.13,1625.17
1955,2011.07.12,1641.48
1956,2011.07.11,1658.83
1957,2011.07.08,1615.62
1958,2011.07.07,1600.26
1959,2011.07.06,1574.44
1960,2011.07.05,1588.75
1961,2011.07.04,1622.23
1962,2011.07.01,1623.39
1963,2011.06.30,1645.69
1964,2011.06.29,1655.3
1965,2011.06.28,1674.93
1966,2011.06.27,1679.67
1967,2011.06.24,1676.24
1968,2011.06.23,1701.83
1969,2011.06.22,1703.99
1970,2011.06.21,1702.25
1971,2011.06.20,1742.19
1972,2011.06.17,1763.63
1973,2011.06.16,1766.49
1974,2011.06.15,1773.56
1975,2011.06.14,1754.71
1976,2011.06.13,1764.64
1977,2011.06.10,1779.71
1978,2011.06.09,1746.71
1979,2011.06.08,1742.17
1980,2011.06.07,1758.56
1981,2011.06.03,1768.67
1982,2011.06.02,1771.9
1983,2011.06.01,1800.48
1984,2011.05.31,1787.49
1985,2011.05.30,1800.79
1986,2011.05.27,1799.34
1987,2011.05.26,1824.68
1988,2011.05.25,1823.17
1989,2011.05.24,1811.51
1990,2011.05.23,1825.47
1991,2011.05.20,1848.27
1992,2011.05.19,1859.06
1993,2011.05.18,1854.01
1994,2011.05.17,1848.0
1995,2011.05.16,1823.7
1996,2011.05.13,1842.8
1997,2011.05.12,1843.75
1998,2011.05.11,1885.71
1999,2011.05.09,1888.88
2000,2011.05.06,1885.37
2001,2011.05.04,1873.15
2002,2011.05.03,1847.51
2003,2011.05.02,1835.42
2004,2011.04.29,1827.94
2005,2011.04.28,1800.58
2006,2011.04.27,1825.23
2007,2011.04.26,1805.64
2008,2011.04.25,1841.22
2009,2011.04.22,1852.02
2010,2011.04.21,1847.53
2011,2011.04.20,1819.39
2012,2011.04.19,1833.81
2013,2011.04.18,1832.31
2014,2011.04.15,1808.96
2015,2011.04.14,1774.38
2016,2011.04.13,1781.67
2017,2011.04.12,1739.36
2018,2011.04.11,1747.35
2019,2011.04.08,1760.82
2020,2011.04.07,1750.71
2021,2011.04.06,1774.13
2022,2011.04.05,1740.72
2023,2011.04.04,1731.0
2024,2011.04.01,1715.59
2025,2011.03.31,1710.84
2026,2011.03.30,1717.79
2027,2011.03.29,1717.66
2028,2011.03.28,1684.45
2029,2011.03.25,1674.92
2030,2011.03.24,1666.46
2031,2011.03.23,1623.6
2032,2011.03.22,1606.54
2033,2011.03.21,1577.94
2034,2011.03.18,1579.72
2035,2011.03.17,1533.47
2036,2011.03.16,1519.38
2037,2011.03.15,1537.43
2038,2011.03.14,1567.51
2039,2011.03.11,1558.62
2040,2011.03.10,1509.33
2041,2011.03.09,1507.4
2042,2011.03.08,1525.56
2043,2011.03.07,1509.99
2044,2011.03.04,1562.92
2045,2011.03.03,1561.23
2046,2011.03.02,1591.76
2047,2011.02.28,1626.14
2048,2011.02.25,1597.93
2049,2011.02.24,1598.29
2050,2011.02.23,1567.2
2051,2011.02.22,1577.7
2052,2011.02.21,1594.67
2053,2011.02.18,1573.77
2054,2011.02.17,1543.05
2055,2011.02.16,1535.54
2056,2011.02.15,1578.71
2057,2011.02.14,1564.0
2058,2011.02.11,1568.72
2059,2011.02.10,1581.09
2060,2011.02.09,1577.12
2061,2011.02.08,1562.72
2062,2011.02.07,1572.19
2063,2011.02.01,1567.71
2064,2011.01.31,1541.41
2065,2011.01.28,1540.71
2066,2011.01.27,1512.59
2067,2011.01.26,1496.91
2068,2011.01.25,1502.11
2069,2011.01.24,1490.25
2070,2011.01.21,1493.92
2071,2011.01.20,1474.15
2072,2011.01.19,1474.24
2073,2011.01.18,1414.43
2074,2011.01.17,1407.14
2075,2011.01.14,1426.89
2076,2011.01.13,1426.43
2077,2011.01.12,1404.38
2078,2011.01.11,1476.65
2079,2011.01.10,1454.5
2080,2011.01.07,1464.98
2081,2011.01.06,1443.24
2082,2011.01.05,1477.92
2083,2011.01.04,1387.75
2084,2011.01.03,1425.26
2085,2010.12.30,1392.42
2086,2010.12.29,1455.78
2087,2010.12.28,1460.34
2088,2010.12.27,1481.37
2089,2010.12.24,1495.98
2090,2010.12.23,1501.63
2091,2010.12.22,1476.33
2092,2010.12.21,1456.36
2093,2010.12.20,1448.06
2094,2010.12.17,1439.67
2095,2010.12.16,1419.65
2096,2010.12.15,1358.75
2097,2010.12.14,1366.1
2098,2010.12.13,1286.69
2099,2010.12.10,1294.89
2100,2010.12.09,1241.47
2101,2010.12.08,1288.53
2102,2010.12.07,1367.69
2103,2010.12.06,1340.28
2104,2010.12.03,1213.78
2105,2010.12.02,1180.67
2106,2010.12.01,1207.63
2107,2010.11.30,1196.1
2108,2010.11.29,1134.59
2109,2010.11.26,1049.71
2110,2010.11.25,938.75
2111,2010.11.24,946.45
2112,2010.11.23,999.16
2113,2010.11.22,968.97
2114,2010.11.19,1084.72
2115,2010.11.18,1113.06
2116,2010.11.17,1129.08
2117,2010.11.16,1153.35
2118,2010.11.15,1181.5
2119,2010.11.12,1092.22
2120,2010.11.11,1134.49
2121,2010.11.10,1152.46
2122,2010.11.09,1128.73
2123,2010.11.08,1123.86
2124,2010.11.05,1088.44
2125,2010.11.04,1088.26
2126,2010.11.03,1078.32
2127,2010.11.02,1036.16
2128,2010.11.01,1016.82
2129,2010.10.29,948.69
2130,2010.10.28,1003.73
2131,2010.10.27,970.14
2132,2010.10.26,983.32
2133,2010.10.25,1029.78
2134,2010.10.22,1063.48
2135,2010.10.21,1076.07
2136,2010.10.20,1058.62
2137,2010.10.19,1023.2
2138,2010.10.18,1022.67
2139,2010.10.15,1006.54
2140,2010.10.14,1028.13
2141,2010.10.13,1105.05
2142,2010.10.12,1105.84
2143,2010.10.11,1145.87
2144,2010.10.08,1154.43
2145,2010.10.07,1103.82
2146,2010.10.06,1158.19
2147,2010.10.05,1161.56
2148,2010.10.04,1169.75
2149,2010.10.01,1175.91
2150,2010.09.30,1180.97
2151,2010.09.29,1179.61
2152,2010.09.28,1144.31
2153,2010.09.27,1128.51
2154,2010.09.24,1117.86
2155,2010.09.20,1117.59
2156,2010.09.17,1124.47
2157,2010.09.16,1157.4
2158,2010.09.15,1173.57
2159,2010.09.14,1194.28
2160,2010.09.13,1228.17
2161,2010.09.10,1205.7
2162,2010.09.09,1180.96
2163,2010.09.08,1156.75
2164,2010.09.07,1167.71
2165,2010.09.06,1182.68
2166,2010.09.03,1111.34
2167,2010.09.02,1135.2
2168,2010.09.01,1150.65
2169,2010.08.31,1126.81
2170,2010.08.30,1103.61
2171,2010.08.27,1116.23
2172,2010.08.26,1093.4
2173,2010.08.25,1157.98
2174,2010.08.24,1166.56
2175,2010.08.23,1162.11
2176,2010.08.20,1146.95
2177,2010.08.19,1163.2
2178,2010.08.18,1195.37
2179,2010.08.17,1177.88
2180,2010.08.16,1210.26
2181,2010.08.13,1202.69
2182,2010.08.12,1198.87
2183,2010.08.11,1190.18
2184,2010.08.10,1179.84
2185,2010.08.09,1192.44
2186,2010.08.06,1175.47
2187,2010.08.05,1127.19
2188,2010.08.04,1113.19
2189,2010.08.03,1107.1
2190,2010.08.02,1065.95
2191,2010.07.30,1099.55
2192,2010.07.29,1063.88
2193,2010.07.28,1067.08
2194,2010.07.27,1054.79
2195,2010.07.26,1063.03
2196,2010.07.23,1018.81
2197,2010.07.22,1025.57
2198,2010.07.21,1059.26
2199,2010.07.20,1058.18
2200,2010.07.19,1055.03
2201,2010.07.16,1071.73
2202,2010.07.15,1092.2
2203,2010.07.14,1127.51
2204,2010.07.13,1128.39
2205,2010.07.12,1126.03
2206,2010.07.09,1125.46
2207,2010.07.08,1163.88
2208,2010.07.07,1169.95
2209,2010.07.06,1161.81
2210,2010.07.05,1170.94
2211,2010.07.02,1199.5
2212,2010.07.01,1221.7
2213,2010.06.30,1229.02
2214,2010.06.29,1243.8
2215,2010.06.28,1237.51
2216,2010.06.25,1197.46
2217,2010.06.24,1206.26
2218,2010.06.23,1233.36
2219,2010.06.22,1276.97
2220,2010.06.21,1283.75
2221,2010.06.18,1297.85
2222,2010.06.17,1300.1
2223,2010.06.16,1262.07
2224,2010.06.15,1316.35
2225,2010.06.14,1336.04
2226,2010.06.11,1338.26
2227,2010.06.10,1342.63
2228,2010.06.09,1333.09
2229,2010.06.08,1336.72
2230,2010.06.07,1329.0
2231,2010.06.04,1336.39
2232,2010.06.03,1336.81
2233,2010.06.01,1356.02
2234,2010.05.31,1368.8
2235,2010.05.28,1354.1
2236,2010.05.27,1339.83
2237,2010.05.26,1300.24
2238,2010.05.25,1338.42
2239,2010.05.24,1369.36
2240,2010.05.20,1397.92
2241,2010.05.19,1393.45
2242,2010.05.18,1401.08
2243,2010.05.17,1412.13
2244,2010.05.14,1415.16
2245,2010.05.13,1403.51
2246,2010.05.12,1414.52
2247,2010.05.11,1380.95
2248,2010.05.10,1391.73
2249,2010.05.07,1386.68
2250,2010.05.06,1428.21
2251,2010.05.04,1435.7
2252,2010.05.03,1421.65
2253,2010.04.30,1403.75
2254,2010.04.29,1400.9
2255,2010.04.28,1372.04
2256,2010.04.27,1362.02
2257,2010.04.26,1392.17
2258,2010.04.23,1395.89
2259,2010.04.22,1415.1
2260,2010.04.21,1412.85
2261,2010.04.20,1414.89
2262,2010.04.19,1378.14
2263,2010.04.16,1394.71
2264,2010.04.15,1393.3
2265,2010.04.14,1371.84
2266,2010.04.13,1414.88
2267,2010.04.12,1419.39
2268,2010.04.09,1428.59
2269,2010.04.08,1412.42
2270,2010.04.07,1399.15
2271,2010.04.06,1391.17
2272,2010.04.05,1375.76
2273,2010.04.02,1383.34
2274,2010.04.01,1399.71
2275,2010.03.31,1360.54
2276,2010.03.30,1363.79
2277,2010.03.29,1392.73
2278,2010.03.26,1394.53
2279,2010.03.25,1388.45
2280,2010.03.24,1390.07
2281,2010.03.23,1411.66
2282,2010.03.22,1411.48
2283,2010.03.19,1420.04
2284,2010.03.18,1428.94
2285,2010.03.17,1434.2
2286,2010.03.16,1431.02
2287,2010.03.15,1430.89
2288,2010.03.12,1428.62
2289,2010.03.11,1378.12
2290,2010.03.10,1385.56
2291,2010.03.09,1420.86
2292,2010.03.08,1432.22
2293,2010.03.05,1440.1
2294,2010.03.04,1478.51
2295,2010.03.03,1488.99
2296,2010.03.02,1494.04
2297,2010.02.26,1496.49
2298,2010.02.25,1502.59
2299,2010.02.24,1524.05
2300,2010.02.23,1526.03
2301,2010.02.22,1524.32
2302,2010.02.19,1534.74
2303,2010.02.18,1557.29
2304,2010.02.17,1564.98
2305,2010.02.16,1566.37
2306,2010.02.12,1559.47
2307,2010.02.11,1565.04
2308,2010.02.10,1576.0
2309,2010.02.09,1576.11
2310,2010.02.08,1579.21
2311,2010.02.05,1565.35
2312,2010.02.04,1564.64
2313,2010.02.03,1591.41
2314,2010.02.02,1547.06
2315,2010.02.01,1550.24
2316,2010.01.29,1545.96
2317,2010.01.28,1576.39
2318,2010.01.27,1580.98
2319,2010.01.26,1612.22
2320,2010.01.25,1601.38
2321,2010.01.22,1614.12
2322,2010.01.21,1599.33
2323,2010.01.20,1607.94
2324,2010.01.19,1591.85
2325,2010.01.18,1623.06
2326,2010.01.15,1613.16
2327,2010.01.14,1613.53
2328,2010.01.13,1608.9
2329,2010.01.12,1608.57
2330,2010.01.11,1619.69
2331,2010.01.08,1607.77
2332,2010.01.07,1644.68
2333,2010.01.06,1651.7
2334,2010.01.05,1634.91
2335,2010.01.04,1653.4
2336,2009.12.30,1683.33
2337,2009.12.29,1695.47
2338,2009.12.28,1699.71
2339,2009.12.24,1695.5
2340,2009.12.23,1718.88
2341,2009.12.22,1711.47
2342,2009.12.21,1693.88
2343,2009.12.18,1691.48
2344,2009.12.17,1675.55
2345,2009.12.16,1690.05
2346,2009.12.15,1673.14
2347,2009.12.14,1644.63
2348,2009.12.11,1606.9
2349,2009.12.10,1598.44
2350,2009.12.09,1598.0
2351,2009.12.08,1615.46
2352,2009.12.07,1646.79
2353,2009.12.04,1639.81
2354,2009.12.03,1628.93
2355,2009.12.02,1649.09
2356,2009.12.01,1658.99
2357,2009.11.30,1640.36
2358,2009.11.27,1649.07
2359,2009.11.26,1659.15
2360,2009.11.25,1653.86
2361,2009.11.24,1630.33
2362,2009.11.23,1640.17
2363,2009.11.20,1657.11
2364,2009.11.19,1649.53
2365,2009.11.18,1609.71
2366,2009.11.17,1585.85
2367,2009.11.16,1580.69
2368,2009.11.13,1559.09
2369,2009.11.12,1549.92
2370,2009.11.11,1579.93
2371,2009.11.10,1552.24
2372,2009.11.09,1572.46
2373,2009.11.06,1576.79
2374,2009.11.05,1582.3
2375,2009.11.04,1594.82
2376,2009.11.03,1572.73
2377,2009.11.02,1571.99
2378,2009.10.30,1592.47
2379,2009.10.29,1585.98
2380,2009.10.28,1603.97
